Review,Date,Rating
"We used mobile check in but when we arrived at the hotel, the key card making machine wasn’t working so we had to go to the desk anyways. Big queues with only two slow members of staff. The room was okay. Some items of furniture were a bit tatty like the drawer had bits missing from the corners. Wasn’t too significant but makes it seem like they don’t care about the room appearance. The bathroom had mould on the wall/ ceiling. The air conditioner was loud but this was expected & we’re heavy sleepers so it didn’t bother us. During our stay we had to get new room keys FOUR times. They kept not working. We came back to the room really hungry, wanting to dropping our shopping bags off and head back out for food but the keys weren’t working. So we had to go back to the lobby to get new keys. These keys didn’t work so we had to go back down again and someone was sent up to try the door themselves. It didn’t work. Then an engineer was called to replace the lock/ key system on the door. Overall this took about an hour and a half. All we wanted was to leave the bags and get food but we ended up not even being able to get into the room. It was incredibly frustrating but nobody seemed to be apologetic about it or even care. The WiFi was hit and miss even though you have to pay for it. We went to use the printers and none of the four printers were working. Someone informed a member of staff and it took about twenty minutes for someone to actually come fix the printers. The day before checking out my key card stopped working again. I went to the lobby to get a scales to make sure my luggage wasn’t too heavy and they didn’t have one. This is the first hotel that I’ve ever stayed in that didn’t have something as simple as scales. When asked if they have one we were just told “no we don’t.” It felt like the staff didn’t care about you, once they had your money. On checkout we were asked about the stay and said it was just okay. This wasn’t queried any further which just made it further feel like the staff didn’t care about their guests. Yes the location is nice but there are so many other hotels in a similar/ better location. I wouldn’t recommend anyone to stay here. I know I will also just receive the automated “sorry your stay wasn’t pleasant” response but it’s really not good enough. ",7/3/18,1
"the service was excellent, no further improvement is required, the hotel complies with what is required to have a pleasant stay and is close to two blocks from time square and Broadway, eta near everything ",7/3/18,5
Great stay for family with a wheelchair bound child. The staff was friendly and so accommodating. The ROW was very clean and a perfect fit for our needs. The ROW was the perfect location for attending the theater in NYC. There were also good food choice in the area and easy taxi service to all the sites!! We LOVED the ROW,7/3/18,4
"We stayed here for a bachelorette party for one night stay. It is a good location and easy to get cabs. The staff opening doors and hailing cabs for us were very helpful and nice. The rooms were OK - small like most NYC hotels, and noticeably dirty carpet in spots as well some small stains on comforter. Bathroom was fine. Hotel lobby and food offerings were great. Once late night convenience store inside which was helpful. ",7/2/18,3
"Very good Hotel, good location, very good services this is the place to stay if you want to stay in New York directly in Times Square! I always recommanded this hotel and never desapointed. Room always clean and confortable and this time we have a chance to have the view on a beautiful fireworks directly from our rooms!!! best weekend ever ",7/2/18,5
"The hotel is literally 2 minutes from Time Square, surrounded by many theaters and well communicated. Service was great both in reception and the different bars they have. The only negative point would be that you can clearly hear your neighbor, I was there during the Super Bowl and the girls in the room next to ours were chatting and screaming all night. The view from our room was amazing, even though we were at the opposite side from Time Square, but you could clearly see the skyline. Cleaning personal was so nice too. Definitely I would come back ",7/2/18,4
"2nd time staying at ROW and it is my favorite hotel to stay in NYC. It is 2 blocks off Time Square so super close yet gets you away from the hustle and bustle. We love staying here as it is so hip and unique and not your old stodgy hotel. There is quick easy transportation with Uber & Taxi at the door and subway & bus within 1 block of the hotel. You feel very safe and the City Kitchen which is connected to the hotel is like a food court with 7-10 different restaurants all in one place, reasonable prices and something for everyone ",7/2/18,5
"You have to improve a lot. The hotel is very well located but too dirty, noisy and dark. Bathrrom is old, hot water is not always, is an small space. Music at the elevator is irritating. Many things to improve ",7/1/18,1
"We love staying at The Row NYC... it’s so close to everything! It’s also very affordable and we feel safe here! It’s also close to Broadway Dance Center, Times Square and Shake Shack=} The staff is friendly and the lobby smells amazing when you walk in!! ",7/1/18,5
"My client booked me at this hotel and as soon as I saw the address I was concerned. This hotel is in the heart of the yuck in NYC. People accosting you with bus tours as soon as you walk outside the door and noise of cheering at midnight as people wait for broadway stars to exit the nearby theatres. The rooms are small, which isn't a big deal, but I have a few other issues with the hotel. 1) When I checked in the woman said she was going to give me a little upgrade since I was booked into a standard room near the elevators. I got to my room and I was directly across from the elevators (2623). So she either made a mistake or had no idea what she was doing. It was 11:30 at night so I just let it go. But you should know that these rooms are very noisy. You can hear the doors opening and closing and the music they blast inside. 2) As soon as I opened the bathroom door the smell hit me. There was a MAJOR disgusting smell coming from the pipes or something. It smelled like death. It persisted the whole time I was there. I was going to try to switch rooms the second day but there was a line for check-in and it was moving very slowly so I aborted the mission since I was really only in the room from 9pm til 7am.3) The wi-fi continually blocked me for visiting sites it viewed unsafe... One of them was mailchimp - - a very common email automation tool. Another was a non-profit site. Once blocked, you had to wait 10 minutes to log back on which killed my nighttime productivity since it kept happening.The price is very cheap for NY so I shouldn't be too surprised that it's not a 5-star hotel but I would never stay there again. On the plus side, housekeeping does a good job, (the rooms are clean) and although the rooms are small they're functional ",7/1/18,2
"the hotel has an excellent location. The attention of the reception staff is slow, long lines are formed. The cleanliness of the rooms is bad. The cleaning staff makes a minimum effort. the rooms should have coffee maker ",7/1/18,3
"Great value hotel. Great location at 8th avenue with restaurants, bars, convenience stores, gift shops, supermarkets. Near Majestic theatre (Phantom of the Opera)!!!! Times Square is at a very shork walking distance! Good quality/price option. I would go back to this place, if I go again to NYC ",7/1/18,4
"We were right around the corner from our theater...very convenient tow all of the sights, theaters, time square, Lincoln tunnel and although the valet is pricey, it was excellent service, I would stay here again.. ",7/1/18,4
"in the heart of times square , not quiet , but you can sleep. Good service. they take care of nice details & design . Nice bar and food options. Security also works. check out and ckeck in was easy , and staff was warm and helpful. ",7/1/18,4
"The hotel has a great location, great cleaning, but the bed and pillows need to improve a lot. For a family is very important a room with window, helps to get bigger and more comfortable.The employee Marcelo was fantastic and helped us a lot. ",6/30/18,4
"Very good location. We were aware of the extra fees to be paid on arrival which we couldn't take advantage of as we were only there 1 night but the total price was fair for where we were but still disappointing. Rooms were clean, wifi was good but the air con units in the room and outside the window were pretty noisy. It did the job for our night there and we would probably stay there again ",6/30/18,4
This hotel charges guest a facilities fee there is no mention of it at checkin or check out. I could not take advantage of the benefits because the frontline staff made no mention of it. Complaint handled poorly blame shifted to the third party booking agent for not making it clear,6/29/18,1
"Decent (though small) room in a decent building with a great location for less money than other places. If you are excited by the perks (e.g., free shuttle to airport) be sure to read the fine print ... after the hassle of a web shopping cart and printing a paper ticket, I discovered I couldn't use the shuttle on the day of my departure because I needed to arrange my pickup more than 24 hours in advance. ",6/29/18,3
"I had planned my trip to New York as a surprise to my girlfriend and i was planning to propose while out there. We stayed at The Row NYC in January 2018 and on check in our room was upgraded to a Premium City view, which was amazing. We stayed on the 25th floor and the room was spacious and the en suite bathroom was a very good size. We had city views from 4 separate windows. The room was clean and comfortable, and the location was exactly what we needed. Its a short walk (few minutes) to Times Square and the Port Authority Bus terminal. The food court in the hotel is worth a visit and highly recommend the donuts. For the price of the rooms and the location you cannot get much better for your money.I have ready reviews and some bad but don't let this put you off (at the end of the day everyone has a different opinion) We loved our stay here and if book a Premium Deluxe room you wont be disappointed. Ultimately, if you are going to New York and spending most of your time in your room, then you are doing New York wrong ",6/29/18,5
"Very well located : 4 minutes walking from Times square and subwayRooms are very small for 3 : impossible to entirely open you luggage ! but cleanFountain water is appreciableNo human atmosphere in general, just busines ",6/29/18,3
"Stayed for 3 nights. The only good thing is the location. Rooms are tiny.. had a room with a view of a wall. Noises air con which you need as room stifling. Tiny bathroom which was not clean and stank of damp. Room had not been hovered and didn’t look very clean on stay. Reception staff miserable and not friendly. Cleaners knock room before 8am and felt rushed to leave room on last morning. I knew about extra charge but think this is wrong to charge for WiFi , calls and gym when didn’t need it. Definitely will return to New York but not to this hotel ",6/29/18,2
"I’d previously stayed here before when it was the Milford Plaza so had a good idea of what to expect. Rooms are small and cheaply renovated and the nightly rate is expensive for the standard. The bathroom was shabby and tiny but adequate enough for us- I imagine anyone plus sized would struggle to turn around in the shower or be comfortable on toilet as it was jammed right up against a wall. You are basically paying for the location so if you keep your expectations low, you won’t be too disappointed. The a/c unit in our room was ridiculously noisy but it was hot so we had to keep it on and just suffer with it. The worst aspect of the hotel was there weren’t enough staff on the front desk to deal with the volume of customers checking in, out and general enquires (deactivated room key cards etc). Most of time we needed assistance we had to wait in long queues and constantly witnessed people who were confused/arguing about the additional ‘resort fee’. Not a problem for us as we were already aware but it would probably make more sense to include the ‘fee’ (since it’s compulsory) in the nightly rate to free up staff and avoid the arguments. What’s the point is making the rates look cheaper? It only irritates people who may be unaware of additional costs they may not have budgeted for. Overall this time we had a pretty average stay, it wasn’t terrible but wasn’t great either. Next time we visit NY I think we’d probably consider staying elsewhere unless the price at the Row was significantly cheaper than what we paid this time. ",6/29/18,3
"Hotel was lovely and clean, rooms were quiet small but we didn’t mind too much. Location was ideal with Times Square just around the corner and the lobby had such a good smell. Perfect for a young couple or friends. Carlos bakery and port authority was just down the road which was so handy if your going to jersey gardens. Good value for money and I would recommend. ",6/29/18,4
"I was extremely disappointed in the lack of communication between the Row and their reservation specialists. When I tried to have questions answered about a nonprofit/corporate rate I was told I would be sent an email from the hotel to help me learn more. I had to call back 3X's over several days, one time while i was at the hotel prior to check out, and never received the emails. When I attempted to speak with the managers at the hotel (in person), no one seemed to know what I was talking about. Even when i put them on the phone with their (the Row's) reservation specialist. This is extremely unprofessional to not be able to communicate as a staff to assist your consumer. No one seemed to be able to help me. Also, be sure to check your bill when you leave to make sure you aren't being charged for items you didn't request ",6/28/18,1
Location of the hotel is super!! 4 yrs ago also stayed at ROW. At that time the hotel was recently renovated. We could now clearly notice that the hotel needs some small renovation again. Room was not properly cleaned every day and also the bathroom was not smelling fresh anymore. There was mold on the ceiling and also sides of the tub. We stayed here for 10 days and there was lots of duts on the table and side of the bed. Next time would seriously consider other hotels in the neighborhood as well,6/27/18,3
Did not get our room they transferred us to a new hotel. We had to make the manager pay for our uber and the ride was canceled midway through the trip we were abandoned on the street with our luggage,6/27/18,1
Pictures show more room than what you get. Wish they showed the bathroom that would have been funny. Staff working there were the best part of the trip. Thank you for your hospitality. Wish the room was set for 4 guests when you booked it for four. Had to ask for two towels.,6/27/18,3
"Stayed here last week and I have to say its perfectly located in times square. The rooms are tiny and getting to sleep at night was a bit of a nightmare with the sound of all the traffic outside but its New York so what do you expect. Getting to here from Newark airport is a bit of a nightmare. Taxi will cost you a fortune, almost 100 dollars, so if you want to avoid that you'll have to take the train which again is a pain if you have a suitcase and everything. Overall we enjoyed our stay here, its location is great but again as I said don't be expecting massive rooms, its New York ",6/27/18,3
"I already did in previous topic my opinion.I just reaffirm that the Receptionist Marcelo helped us very much, with indications, doubts and detailed rules of the hotel.I would like to thank the security of the Hotel, who treated us very well during the hours we asked for help ",6/27/18,4
The hotel it was very expensive if you take a consideration the size of the room and the few of quality of things that you can do in the hotel. Bar/restaurant are not open 24hrs for example. The location is the strongest amenity but the hotel need more things. Security during the night was good. I will come back in the future to this hotel,6/27/18,3
"This was my second stay at Row NYC. My first stay, about two years ago was mediocre so I figured I would try the hotel again since it would only be for one night. My experience was terrible- the check in process took about 30 minutes because of the long lines, there isn't any air conditioning in the dark and frankly creepy looking hallways. It takes 15 minutes to get an elevator to go downstairs to the lobby.My room itself had air conditioning, however it was so loud that it kept me up all night. There was also a weird staticky noise coming from one of the outlets all night. Room could use some renovating as well - dingy carpet and tile and TV was hanging crooked on the wall. I would suggest that if you are looking for a hotel, to look elsewhere. Spend a little more money to have a better experience. Needless to stay I will not be giving this hotel another chance ",6/27/18,1
"From the looks of the lobby and the pictures of the room, you would think this is a new hotel. But it is clearly an old hotel that's been badly/cheaply renovated. Lobby is great. Rooms are tiny, wall paper is dirty, carpet under the bed is filthy, bottom of the bathtub was bizarrely soft, faucet was loose, bathroom door handle was loose, weird foliage growing on the top of the bathroom baseboards. Very uncomfortable beds, low to the floor.The price of these rooms is solely based on the location because the rooms themselves are absolutely not worth 1464$ for a 3 night stay ",6/27/18,2
"Very Happy with Row NYC, rooms were nice and modern but small, but was perfect for our needs, as you are in NYC so didnt spend a lot of time there, location couldn’t be better, 1 street down from Times Square, woukd book again and again for future visit ",6/27/18,4
One of the best hotels views I’ve ever had 24th floor . Rain water walk in shower. Large comfy beds. Staff remembered who I was and felt like a tight family. It was a special occasion for my friend and the hotel went above an beyond expectations. Thank you for the amazing hospitality,6/26/18,5
"When you see the pictures online, trust me you ""think"" it looks good and all. However, it is quite deceiving when you see it for real. First, the front desk employees seemed like they did not want to work at all. There was a waiting line, but it did not matter because they were just working really slow.The security man that was standing there was very mean & he was not professional because he had an attitude when he asked to see my key card. Second, when I got my key card I did not know that the elevator needed me to press on which floor I was going to because the front desk did not tell me anything about it. I just thought it was a simple elevator and that inside it would have the floor's numbers to press on. There was nothing and I ended up on the 16th floor. I was confused with the elevator because I still could not figure it out yet. We were stuck there for 5 minutes. There was nobody to ask for help or anything. When we finally got down to the 1st floor; I had to ask the security man how to get to the 11th floor & he looked at me all rude and he did not say anything, but just pressed the number 11. Third, when we got to our floor & I saw the room. That is when I was so shocked how dirty the bed sheets were with weird stains on it. The sheets stink like it was never washed.The AC vent on the side of the window was popping off the AC unit. You could not even adjust where you wanted the AC to blow at. The window had water stain from the outside, so I could not even take a picture of the view.The desk was not clean at all because I could see cup stains & dust.The shower head in the bathroom was so slow when I turned on the water. It took me a long time to wash my mid-length hair. If there is too many people using the water, it is even worst to take a shower because the temperature keep changing like too cold or too hot.All the power outlets were messed up because every time we tried to plug something, it would work for couple seconds and stopped. We just ended up not plugging anything. My mom had to sleep with a CPAP machine that required to be plugged in, and she could not use it that night because of this issue.I needed a fork, knife, & plate to eat my fruits, but when I called the front desk. They said they did not have ""room service"", so I had to go ask somewhere else. It is my first time that I stayed at a hotel & the front desk tells me that there is no room service because I never heard of that my entire life.You have to believe me when I tell you that you should not even try to get a room here at all. It is too expensive for a hotel like this & for sure it is not worth your money. If you are an individual who cares about the cleanliness of your room & the friendliness of the staff; FIND ANOTHER HOTEL ",6/26/18,1
"I was in this hotel for 9 days, very well located, I was very well received by the Brazilian Marcelo, that makes all the difference. The room was cleaned everyday, the elevators worked well throughout the period I've been there. for being such a big hotel this is very important ",6/26/18,4
I would like to receive a warmer reception on the front desk. The Clerk was eating at her labor site and almost I did not understand what she said. I think those kind og things should not happen. Room too small,6/26/18,3
"Good location, friendly and helpful stuff but small rooms, rooms not as fancy as on hotel pictures. Room did not had a teapot or refrigerator. It is a bit expansive for this quality of the room....... ",6/26/18,3
"The title says it all really. The room was comfortable and clean but very basic even though I upgraded to a superior queen room. The air conditioning was extremely noisy and I had to turn it off at night otherwise I had no chance of sleeping, but this meant that it got hot in the room. The location is fantastic - one block from Times Square. The hotel bar is small, dark and not very inviting. The main issue is that they are not set up for chip and pin on credit cards. When I checked out I was unable to use the card I would have liked to as my card provider declined the transaction due to the amount and the lack of chip and pin. I was lucky that I had second card that was accepted otherwise I would have had no means of paying my bill ",6/26/18,3
This is an excellent hotel to stay at... it is in the heart of NYC... walking distance from Times Square and Broadway... the location is superb and always buzzing... this also makes it a bit expensive but worth the stay...,6/26/18,5
"We had a one night stay in New York on our way to Washington for a family holiday. We booked the Row NYC based on the pictures and images shown on their website but disappointingly, the reality was very different and the hotel fell well below our expectations. As well as a slow (and not particularly helpful) Reception team, the lobby, lift and landing areas were dirty. Our room was extremely basic, not very clean and one of the quilts was marked and stained. In addition, we could not find a cold water / ice machine that worked anywhere on the landings and floors around us. We are regular travellers and do appreciate that this is a busy, city centre hotel but for the price paid, we expected something much better. Needless to say, we would not recommend and will not be staying at The Row NYC again ",6/25/18,2
"Hotel was in a great location and clean. Rooms are quite small but there was no problem with noise. Not so good was that a deposit was posted to my credit card which was unexpected as I had been told my credit card would not be charged unless I had not given appropriate time for cancellation. The room had no channel description for the tv or informational material regarding nearby churches, medical, etc.. ",6/25/18,3
"Location was fantastic. Adjacent to fantastic City Kitchen. Fun lobby scene. Rooms are basic but super clean. The check in kiosks were out of order, resulting in a long check in wait, but we're back online the next day. And so many friendly staff. Fantastic overall experience ",6/25/18,4
"To start off, we were unaware of the high taxes in Newyork as Booking.com failed to include them in final quote. We were already $400 over our budget after these taxes. We booked a deluxe double room for the 3 nights, but it was far from deluxe. We did not have any floor space to even fit our suitcases. The bathroom had an unstable sliding wooden frame as a door. We requested a room change as this basic box room was not slightly up to our satisfaction. So they moved us to slightly better and bigger room with a view of the city. I shared a double bed with my friend and the second I got into it I noticed my side of the bed was wet my friend informed me that she had a shower and sat in her towel on my side of the bed so I took no notice. When I woke up in the morning the bed was still wet. I unrolled the covers and noticed a big yellow wet stain on the sheets and mattress protector that was obviously urine from the previous guest. Housekeeping failed to see this. I was disgusted and went to reception to inform the manager. She did not bat an eyelid or show any remorse for our situation! Absolutely deplorable! I would not recommend this hotel! Avoid if all possible. Not worth the 4 star rating they claim to have. ",6/25/18,1
"DO NOT BE DECEIVED BY THE NICE-LOOKING FRONT LOBBY! This hotel has small and dirty cramped rooms with incredibly rude and unhelpful front desk staff. They messed up with my reservation twice and made me wait a total of 12 hours for my requested room, and they did not do comp me a single thing to make up for their errors. Front desk never picks up their phone. The only good thing about this hotel is the convenient location in Theatre District. Otherwise, would NOT recommend or stay again ",6/25/18,2
"This was my 2nd time at Row NYC and with the competitive rates, convenient location, clean & comfortable rooms, I'd be happy to return. The Row provides everything I need for a quick business overnight trip ",6/25/18,4
The rooms are small but the location is unbeatable. Rooms are clean and staff are friendly. Restaurant (food court) attached is very convenient. I stay here regularly when I'm in the city! I would highly recommend this hotel as long as you aren't claustrophobic,6/25/18,4
"Fun hotel bustling with a NY vibe. The location in the heart of the theater district can't be beat. Great staff and food court. The clever, efficient elevator system delivers guests to chic, clean rooms. Love the NY murals on the walls ",6/25/18,5
"The ROW is perfectly located for your first sightseeing trip to New York. Times Square, Subway station and Porth Authority Bus Terminal is 5 min away. The rooms are small which is typical for this city. It is enough to get a good nights sleep when staying in the upper floors. We were in floor 20. Of course the city is still to hear: Fire trucks, people cheering, ambulances. It’s a big city so you need to count that in. Our room was a free upgrade to premium and I have only one point to mention: We had high temperatures during our stay and a refrigerator would have been very useful for cooling drinks. But that‘s a nice to have feature. There is this service fee for $34 per night you need to pay. This is for example for WiFi or the fitness center. If you plan on buying souvenirs you can use your guest card for a discount in the shop downstairs. We enjoyed our stay and can recommend it. ",6/25/18,4
"this is the most terrible hotel i have ever been. housekeeper never clean the room, never change bed sheet, also they leave dirty used cup on the table for us to use it. i don't know if new towels were actually used one that i used it last night ",6/24/18,1
For my first time it was a great experience for me and my lady friend we really enjoyed ourselves very very much hope to be back in two more weeks this time instead of one day my birthday week hope for 2 days,6/24/18,5
"Row NYC...great location for subway, theater. restaurants, shopping etc. Comfortable room, felt safe; Beautiful sorroundings I highly recomend. We went sight seeing, to theater, and ate well. We easily got where we wanted to be... either by walking or using public transportation ",6/24/18,5
"Good location, great price, comfortable rooms and helpful staff. Cheap eats all around the hotel and very close to times square. Only used the room to crash at night, was at work the rest of the time ",6/24/18,5
"Disappointed and will NOT be using again!!!! $137 to use WIFI!!!! Read on....Having used this hotel in 2004 when it was formerly known as The Milford Plaza, I decided to go back and revisit The Row NYC as it had been refurbished. Upon arriving, I noticed it had been given a modern twist although it’s staircase and front entrance still had the same look. The rooms had been given a freshen up but the air conditioning units were still the same and the bathroom looked similar apart from a few differences but the beds were comfy.As we checked in we were asked to give our passports and a credit card (standard for hotels) and I was informed there was a $50 holding charge on the card for damages and would be refunded if there was no issue and if we wanted to use Wifi we had to enter our room ID and surname to log on. The holding charge sounded standard so I was fine with that.Now this is where my disappointment kicks in... Upon checking out I was told the total charge was $137 so when I looked at the receipt issued as we were getting into a taxi for the airport it was for a Facilities Fee for the Wifi and Gym (although we never use the gym!) and it was charged at $30 per day PLUS sales and City Tax. FOR WIFI!!! And worst of all this was NOT explained to us when we checked in.... if the words used were “just to let you know to use our facilities such as Wifi and the Gym it’s thirty dollars a day” we would have said no or at least been aware of what we were incurring. And when I previously visited in 2004 there was no charge like this.In this day and age where WiFi is free in all places of the world not making a Facilities Fee clear is a very sneaky con and it’s like getting extra money out of customers so they can pay for the refurbishment the hotel has had done. It’s left a real bad taste in my mouth and I will not EVER return to this hotel and recommend all other people to be aware of this if they use it ",6/24/18,2
"Location was right around the corner from the Majestic and Sardies, that is why we chose it. But it needs upgrading and the room was not cleaned properly. I do think if they updated some things it would be a very nice place ",6/24/18,3
"The check in was confusing. We came in early in the morning and received an email to check in early for $50. We paid it but our room wasn't ready until after 4pm. The kiosks to check in did not work so we had to wait in a very long line to check in which sucked when you fly overnight. The rooms are very small and there are not amenities like coffee machines. We asked for hot water and had to pay $8 at the bar. The worst part was the air conditioning. It was working when we go to the room, but after leaving and coming back it had stopped working. We called to have someone fix it. We left for a couple of hours hoping it would be fixed when we go back, but they had not fixed it. We then called again and the entire air conditioner had to be replaced. Well it worked, but it wouldn't shut off so it was below 65 degrees in the room. We asked them to come fix it again so all they could do was shut it off. So we were miserable all night. We tried to open the window, but it was screwed shut. For $400 a night we expected MUCH better ",6/23/18,1
"The rooms are modern but small, seems average size for NYC though. Very clean, location was ideal - just at Hell’s Kitchen and Broadway, 10 min walk from Times Square. The subway was across the road also. ",6/23/18,5
"I came to stay here for 3 nights and for the money we paid (over $1000) it was extremely disappointing. When we went into our room the bed sheets were dirty, I had to call guest services 4 times to get them changed as they were not answering the phone. The room was also very small and not very clean, there were stains on the walls and pubic hair in the shower. I had also paid to have a ""large double bed"" however the bed that we were provided with looked like a standard double with one side against the wall as the room was so small. I would like to add that this was one of the hotels mid price rooms, not the cheapest option. The air conditioning in the room was also sub-par. The temperature controls on it made no difference and it only blew out very cold air directly at the bed, you could also not change the speed at which air was blown out. The shower has also been built in rather an impractical way as it has no door, this means that whenever you have a shower it makes the toilet paper wet. There was also a loud constant rumbling noise, we think that it was coming from the hotels main air conditioning system, it was loud enough to keep us awake at night. On the plus side the staff that we encountered were pleasant, but difficult to get hold of. Overall for the money we paid we were disappointed with our experience. The room was of the standard that you would expect in a cheap hostel. I would have been happy paying $60 a night for this room. The only possible justification for the price we paid was its location near times square, however this does not excuse the lack of cleanliness ",6/23/18,2
"Great location, minutes for many Broadway theaters, steps from the E subway stop. Bright, clean room and bath. “Room with a view” had a great city view. Good (fast) elevators. Excellent food options in the building ",6/23/18,5
"After reading all the reviews I was really skeptical about staying at this hotel. I would complain to my wife that I know it’s going to be so dirty when we get there. Surprisingly the room was pretty nice I had a great view and the beds were made and really clean.Now don’t get me wrong the hotel is a little on the older side but it was very clean and the walk to Times square was nothing. You have everything around you that you need while staying in New York City, all the restaurants, all the top-notch stores, all the bodegas, any pizza shop you may want to eat at. Everything was really convenient and I would definitely stay here again and suggest this location to anyone that visits New York City! Please do not go off of the reviews for this location experience it for yourself ",6/23/18,5
"Row is very good located, close to Times Square and Broadway's shows. Also close to the 42st metro station. You can find everything you need. The only thing i would suggest is that Row should have a frigobar inside the Row, although it is not a big issue because you can have easy meals in the hotel's restaurant ",6/23/18,4
"You don’t feel welcome here, hospitality is a word front desk staff or security staff never heared of. Security thinks they are nightclub bouncers, very impolite when asking to see your room key before entering the elevators. I’m too old for this kind of attitude and treatment. Your hotel should be your retreat from the hussle and bussle and this is not the experience you get. This is more the shady nightclub feeling ",6/23/18,2
"Very much liked the bathroom and the elevator system. Stay overall was pleasant. Very busy hotel with lots of people coming and going . Bus tour very close by, train station , Times Squares , many entertainment , Theaters, restaurants etc ",6/22/18,4
My wife and I thoroughly enjoyed our 7 night stay at this hotel. You are in the heart of NY with short walks to the theatres and restaurants.The staff were all very helpful and friendly. We wouldn't definitely stay here again for a trip to New Yor,6/22/18,4
"I'm not sure where to begin but this may have been the worst hotel experience I've ever had. I travel quite a bit for business/personal trips and have stayed in all inclusive resorts along with several NY hotels previously for business. Unfortunately, this hotel will be on my DO NOT recommend list for as long as I have the power to advise people to stay away. I checked into this hotel this past Sun for a 2 night stay for business. On my first night upon arrival I was forced to switch rooms multiple times as each room that was given to me had bugs flying around as I tried to rest comfortably in the bed the night before work. After multiple trips downstairs and having to pack my bags and change rooms I was given a room that had no flies but at this point it was past 1 am and I was exhausted from the hassle and couldn't sleep comfortably. The worst part about this experience is I didn't feel like I was given a good answer as to why this was happening. I was simply just given a new room every time. To make matters worse I returned home from my trip only to find out that this hotel charged my credit card an additional $150 in resorts fees!!! I'm beyond appalled and disgusted with this entire experience and would NOT recommend this hotel to anyone looking for a place in NY. I travel to NY quite often as my company is headquartered there and will do everything in my power moving forward to make sure no one I know or work with chooses this hotel along with anyone who is happy to listen. It was easily the worst hotel experience I've had in all my travels and cant remember dealing with such nonsense at any other establishment ",6/22/18,1
"This was a wonderful hotel. Right in the heart of midtown close to Times Square, but just far enough away to be out of the craziness of the herds of tourists. Two blocks from a major subway station (about a 3 minute walk). Updated, modern hotel. Very clean and great housekeeping staff. Great food options in the lobby at your fingertips for breakfast, lunch, and dinner! I will definitely be staying here again ",6/21/18,4
"The Row NYC is a wonderful hotel to stay in. It is right in the heart of midtown between Hell's Kitchen and Times Square. The rooms are small, but I was hardly there as i was taking in the sights.The best thing about the hotel was Bartender Jaret Jackson. A very pleasant young man who gives his all every time I stay at the Row NYC. His wonderful demeanor and great personality makes my stay that much more enjoyable. Overall I would rate my experience a 9 out of 10 ",6/21/18,5
Great hotel service and cleanliness. Staff very attentive and polite. Location is perfect. Great vibe from the hotel employees. Everyone is so friendly. Rooms are always nice and clean. You can tell the difference staying at the ROW!,6/21/18,5
This is THE place to stay in the theater district. Everything is walk able. The staff couldn't be more helpful and accommodating. And I can't speak highly enough about the morning breakfast crew. I can't wait to return just to say hi to them and have a continental breakfast. If you go to NYC for theater like I do make sure to get on their mailing list for special & say hello to the breakfast crew for me,6/21/18,4
The Row is everything you need it to be. All staff are pleasant and helpful. Check-in/out is a breeze. Rooms are quiet and clean. It is located such that you have easy access to attractions. I will be staying here again,6/21/18,5
"This hotel is not a 4 star, it needs maintenance done on the rooms they are outdated and not clean. A revamp is necessary, and it was not clean. Hair was left in the bathroom and the wall had tiles missing exposing the inner wall. The pillows were stained. ",6/21/18,2
"Props to Yanelly, who put me in a lovely room where i had a pleasant night, great Wi-Fi, and her best suggestions for getting to the subway. There is a starbucks less than a block away and they encouraged me to go there, and in short, made it a drama-free experience. Appreciate it! And the price was good as wel ",6/21/18,4
"Good hotel, close to Times Square. Friendly staff helped out when we had an issue at check in. Rooms a bit small but still ok. We did upgrade room but due to issue & check in (no room showing for us) we only got a standard room. Stylish & modern hotel. Close to bar's & restaurants. ",6/21/18,4
"Great location, very clean and cozy hotel. The design, style and decoration are very nice and modern. Staff and security are good. Parking is a bit far though. Slept and relaxed well. Amenities are awesome, and complete. Highly recommended ",6/21/18,4
"Front desk think they’re celebrities, fake nails and look down in weary travelers-parking is not included no matter what they tell you while booking. Two nights = $170 for valet. Only Bellman were down to earth ",6/20/18,2
"I thought it was great however the towel rack in the bathroom was broken and there was trash on the window sill in the bathroom when we checked in. Location was excellent but lines to check in were insane but once we got to the desk, staff was nic ",6/20/18,4
Cleanliness is a major issue.. no security to keep the drug dealers away from the front door.. or the aggressive panhandlers. Our room had hair and boogers on the bed+pillow. The floors were just gross.,6/20/18,1
"By far the best thing about this hotel is it’s location. We picked it based on a friend’s recommendation which was clear-eyed and concise so we knew what to expect. It’s not a top hotel although it’s not cheap but then what is in New York City? It’s a block from Times Square with all that goes with that, a block from the Port Authority Bus Terminal and the A, C and E subway lines are practically at the front door. Each of these were important considerations for us. This was my second time to visit so I booked a larger room than the cereal box I stayed in last time which was worth the few extra dollars. The room was large enough although ‘spacious’ would be a considerable over-statement. We had a view of 8th Avenue which is not the best vista in NYC but then what do you expect to see from a NY hotel (The hanging gardens of Babylon perhaps?). The room and bathroom were spotless, the elevators were very efficient unlike a lot of ‘better’ hotels I could mention. The front of house staff were somewhat brusque but, again, it’s New York so whatchagonnado? As a place to hang your hat for a couple of days it’ll do. Only real negative was the $30 a night ‘facility’ fee which was, to coin a phrase, a rip-off but this was pointed out to me when I booked so I can’t really complain. ",6/20/18,4
